fromNode,toNode,weight,date,title
11237,10529,1,1992-11-18,Exact Duality Symmetries in CFT and String Theory
11237,10996,1,1992-11-18,Exact Duality Symmetries in CFT and String Theory
11237,11059,1,1992-11-18,Exact Duality Symmetries in CFT and String Theory
11244,10456,1,1992-11-19,Gauge Conditions for the Constrained-WZNW--Toda Reductions
11244,10800,1,1992-11-19,Gauge Conditions for the Constrained-WZNW--Toda Reductions
11248,10565,1,1992-11-19,GLq(N)-Covariant Quantum Algebras and Covariant Differential Calculus
11243,10579,1,1992-11-19,Exchange Relations for the q-Vertex Operators of $U_q(\widehat{sl2})$
11251,10477,1,1992-11-23,"On Classification of N=2 Supersymmetric Theories, (e-mail uncorrupted"
11254,10362,1,1992-11-23,"Foundations of Rational Quantum Field Theory, I"
11254,10508,1,1992-11-23,"Foundations of Rational Quantum Field Theory, I"
11267,10313,1,1992-11-24,Generalising the staircase models
11266,10719,1,1992-11-24,Boundary K-Matrices for the Six Vertex and the n(2n-1) A_{n-1} Vertex
11262,10389,1,1992-11-24,Low-Energy Effective Action of Superstring Theory
11262,10399,1,1992-11-24,Low-Energy Effective Action of Superstring Theory
11262,10482,1,1992-11-24,Low-Energy Effective Action of Superstring Theory
11262,10636,1,1992-11-24,Low-Energy Effective Action of Superstring Theory
11261,10487,1,1992-11-24,Representation theory of finite W algebras
11271,10362,1,1992-11-25,Topological Orbifold Models and Quantum Cohomology Rings
11272,10706,1,1992-11-25,Lift of dilogarithm to partition identities
11272,11199,1,1992-11-25,Lift of dilogarithm to partition identities
11272,11255,1,1992-11-25,Lift of dilogarithm to partition identities
11276,11263,1,1992-11-26,Separation of Variables in the Classical Integrable SL(3) Magnetic Chain
11279,10976,1,1992-11-28,Automorphisms of W-Algebras and Extended Rational Conformal Field
11279,10977,1,1992-11-28,Automorphisms of W-Algebras and Extended Rational Conformal Field
11279,11079,1,1992-11-28,Automorphisms of W-Algebras and Extended Rational Conformal Field
11283,10304,1,1992-11-30,Quantum Gravity and Black Hole Dynamics in 1+1 Dimensions
11283,10336,1,1992-11-30,Quantum Gravity and Black Hole Dynamics in 1+1 Dimensions
11283,10348,1,1992-11-30,Quantum Gravity and Black Hole Dynamics in 1+1 Dimensions
11283,10458,1,1992-11-30,Quantum Gravity and Black Hole Dynamics in 1+1 Dimensions
11283,10467,1,1992-11-30,Quantum Gravity and Black Hole Dynamics in 1+1 Dimensions
11283,10468,1,1992-11-30,Quantum Gravity and Black Hole Dynamics in 1+1 Dimensions
11283,10496,1,1992-11-30,Quantum Gravity and Black Hole Dynamics in 1+1 Dimensions
11283,10637,1,1992-11-30,Quantum Gravity and Black Hole Dynamics in 1+1 Dimensions
11291,10396,1,1992-12-01,Linearisation of Universal Field Equations
11291,10553,1,1992-12-01,Linearisation of Universal Field Equations
11290,10564,1,1992-12-01,Remarks on the continuum formulation of noncritical strings
11290,10725,1,1992-12-01,Remarks on the continuum formulation of noncritical strings
11292,10332,1,1992-12-01,Topics in String Theory and Quantum Gravity
11292,10335,1,1992-12-01,Topics in String Theory and Quantum Gravity
11292,10636,1,1992-12-01,Topics in String Theory and Quantum Gravity
11288,10336,1,1992-12-01,Two Dimensional Black Hole Evapolation in the Light-Cone Gauge
11288,10348,1,1992-12-01,Two Dimensional Black Hole Evapolation in the Light-Cone Gauge
11288,10469,1,1992-12-01,Two Dimensional Black Hole Evapolation in the Light-Cone Gauge
11288,10602,1,1992-12-01,Two Dimensional Black Hole Evapolation in the Light-Cone Gauge
11288,10604,1,1992-12-01,Two Dimensional Black Hole Evapolation in the Light-Cone Gauge
11288,10652,1,1992-12-01,Two Dimensional Black Hole Evapolation in the Light-Cone Gauge
11288,10694,1,1992-12-01,Two Dimensional Black Hole Evapolation in the Light-Cone Gauge
11288,10740,1,1992-12-01,Two Dimensional Black Hole Evapolation in the Light-Cone Gauge
11288,10856,1,1992-12-01,Two Dimensional Black Hole Evapolation in the Light-Cone Gauge
11288,11006,1,1992-12-01,Two Dimensional Black Hole Evapolation in the Light-Cone Gauge
11297,10910,1,1992-12-02,On the quantum Poincare' group
11295,10992,1,1992-12-02,Some Additional Solutions of Conformal Turbulence
11307,10648,1,1992-12-03,Current-Current Singularities under External Gauge Fields
11306,10829,1,1992-12-03,The Gravitational Sine-Gordon Model
11313,10310,1,1992-12-04,Cosmological Multi-Black Hole Solutions
11313,10365,1,1992-12-04,Cosmological Multi-Black Hole Solutions
11309,10515,1,1992-12-04,A Time-Dependent Classical Solution of C=1 String Field Theory and
11309,10785,1,1992-12-04,A Time-Dependent Classical Solution of C=1 String Field Theory and
11309,11139,1,1992-12-04,A Time-Dependent Classical Solution of C=1 String Field Theory and
11312,10344,1,1992-12-04,On the Breakdown of Perturbation Theory
11314,10302,1,1992-12-04,$U(1)$--Extended Gauge Algebras in $p$-Loop Space
11320,10389,1,1992-12-07,Superstring Threshold Corrections to Yukawa Couplings
11320,10516,1,1992-12-07,Superstring Threshold Corrections to Yukawa Couplings
11320,10636,1,1992-12-07,Superstring Threshold Corrections to Yukawa Couplings
11319,10468,1,1992-12-07,Third Quantization and Black Holes
11327,10802,1,1992-12-09,$Z^N$-graded Lie algebras: Fock representations and reducibility
11331,10290,1,1992-12-09,Some remarks on tachyon action in 2d string theory
11331,10301,1,1992-12-09,Some remarks on tachyon action in 2d string theory
11329,10432,1,1992-12-09,CPT Violation in String-Modified Quantum Mechanics and the Neutral Kaon
11329,10744,1,1992-12-09,CPT Violation in String-Modified Quantum Mechanics and the Neutral Kaon
11329,10862,1,1992-12-09,CPT Violation in String-Modified Quantum Mechanics and the Neutral Kaon
11335,10334,1,1992-12-10,Chern-Simons Theory and the Quark-Gluon Plasma
11334,10312,1,1992-12-10,Composition of Kinetic Momenta: The U_q(sl(2)) case
11334,10452,1,1992-12-10,Composition of Kinetic Momenta: The U_q(sl(2)) case
11336,10318,1,1992-12-10,Stabilised Matrix Models for Non-Perturbative Two Dimensional Quantum
11336,10625,1,1992-12-10,Stabilised Matrix Models for Non-Perturbative Two Dimensional Quantum
11342,11115,1,1992-12-11,Separation of variables in the quantum integrable models related to the
11342,11263,1,1992-12-11,Separation of variables in the quantum integrable models related to the
11342,11276,1,1992-12-11,Separation of variables in the quantum integrable models related to the
11340,10849,1,1992-12-11,The Kazakov-Migdal Model as a High Temperature Lattice Gauge Theory
11345,10305,1,1992-12-12,Multi-Field Coset Space Realizations of $w_{1+\infty}$
11345,10442,1,1992-12-12,Multi-Field Coset Space Realizations of $w_{1+\infty}$
11345,10504,1,1992-12-12,Multi-Field Coset Space Realizations of $w_{1+\infty}$
11348,10331,1,1992-12-14,The Influence of World-Sheet Boundaries on Critical Closed String Theory
11351,10389,1,1992-12-15,A Comment on Duality Transformations and (Discrete) Gauge Symmetries in
11355,10702,1,1992-12-15,Differential Calculus on Quantum Spaces and Quantum Groups
11357,10456,1,1992-12-16,"Arbitrary Spacetimes from the SL(2,R)/U(1) Coset Model"
11357,10618,1,1992-12-16,"Arbitrary Spacetimes from the SL(2,R)/U(1) Coset Model"
11357,10744,1,1992-12-16,"Arbitrary Spacetimes from the SL(2,R)/U(1) Coset Model"
11357,10745,1,1992-12-16,"Arbitrary Spacetimes from the SL(2,R)/U(1) Coset Model"
11358,10331,1,1992-12-16,A Finite-Temperature Periodic Structure in (SUPER)STRING Theory
11360,10618,1,1992-12-16,The Tachyon in a Linear Expanding Universe
11360,10745,1,1992-12-16,The Tachyon in a Linear Expanding Universe
11361,10288,1,1992-12-16,New Topological Theories and Conjugacy Classes of the Weyl Group
11361,10445,1,1992-12-16,New Topological Theories and Conjugacy Classes of the Weyl Group
11361,10930,1,1992-12-16,New Topological Theories and Conjugacy Classes of the Weyl Group
11361,10937,1,1992-12-16,New Topological Theories and Conjugacy Classes of the Weyl Group
11361,11098,1,1992-12-16,New Topological Theories and Conjugacy Classes of the Weyl Group
11363,10308,1,1992-12-17,Dressing operator approach to Moyal algebraic deformation of selfdual
11370,10297,1,1992-12-18,Singular Vectors and Topological Theories from Virasoro Constraints via
11370,10544,1,1992-12-18,Singular Vectors and Topological Theories from Virasoro Constraints via
11370,10562,1,1992-12-18,Singular Vectors and Topological Theories from Virasoro Constraints via
11370,10721,1,1992-12-18,Singular Vectors and Topological Theories from Virasoro Constraints via
11370,10805,1,1992-12-18,Singular Vectors and Topological Theories from Virasoro Constraints via
11378,10705,1,1992-12-21,Exact Path Integrals by Equivariant Cohomology
11387,10368,1,1992-12-22,Knot Invariants for Intersecting Loops
11386,10336,1,1992-12-22,Nonsingular Lagrangians for Two Dimensional Black Holes
11386,10348,1,1992-12-22,Nonsingular Lagrangians for Two Dimensional Black Holes
11386,10356,1,1992-12-22,Nonsingular Lagrangians for Two Dimensional Black Holes
11386,10412,1,1992-12-22,Nonsingular Lagrangians for Two Dimensional Black Holes
11386,10458,1,1992-12-22,Nonsingular Lagrangians for Two Dimensional Black Holes
11386,10467,1,1992-12-22,Nonsingular Lagrangians for Two Dimensional Black Holes
11386,10468,1,1992-12-22,Nonsingular Lagrangians for Two Dimensional Black Holes
11386,10637,1,1992-12-22,Nonsingular Lagrangians for Two Dimensional Black Holes
11386,10652,1,1992-12-22,Nonsingular Lagrangians for Two Dimensional Black Holes
11386,10694,1,1992-12-22,Nonsingular Lagrangians for Two Dimensional Black Holes
11386,10806,1,1992-12-22,Nonsingular Lagrangians for Two Dimensional Black Holes
11386,10864,1,1992-12-22,Nonsingular Lagrangians for Two Dimensional Black Holes
11386,10960,1,1992-12-22,Nonsingular Lagrangians for Two Dimensional Black Holes
11386,10998,1,1992-12-22,Nonsingular Lagrangians for Two Dimensional Black Holes
11386,11195,1,1992-12-22,Nonsingular Lagrangians for Two Dimensional Black Holes
11394,10356,1,1992-12-23,Charged black holes in effective string theory
11394,10365,1,1992-12-23,Charged black holes in effective string theory
11390,10666,1,1992-12-23,U_q(N) Gauge Theories
11392,10408,1,1992-12-23,Hidden geometrical structures in integrable models
11392,10612,1,1992-12-23,Hidden geometrical structures in integrable models
11392,10724,1,1992-12-23,Hidden geometrical structures in integrable models
11392,10773,1,1992-12-23,Hidden geometrical structures in integrable models
11388,10336,1,1992-12-23,One Loop Counterterms in 2D Dilaton-Maxwell Quantum Gravity
11388,10348,1,1992-12-23,One Loop Counterterms in 2D Dilaton-Maxwell Quantum Gravity
11388,10467,1,1992-12-23,One Loop Counterterms in 2D Dilaton-Maxwell Quantum Gravity
11388,10513,1,1992-12-23,One Loop Counterterms in 2D Dilaton-Maxwell Quantum Gravity
11388,10552,1,1992-12-23,One Loop Counterterms in 2D Dilaton-Maxwell Quantum Gravity
11398,11199,1,1992-12-24,"Dilogarithm identities, partitions and spectra in conformal field"
11398,11284,1,1992-12-24,"Dilogarithm identities, partitions and spectra in conformal field"
11398,11356,1,1992-12-24,"Dilogarithm identities, partitions and spectra in conformal field"
11405,10877,1,1992-12-31,Difficulties in Inducing a Gauge Theory at Large N
11404,10565,1,1992-12-31,Paragrassmann Extensions of the Virasoro Algebra
11407,10906,1,1993-01-02,Scaling behavior of quantum four-geometries
11410,10723,1,1993-01-04,"Duality, Marginal Perturbations and Gauging"
11410,11140,1,1993-01-04,"Duality, Marginal Perturbations and Gauging"
11411,10506,1,1993-01-05,Light-cone approach to random surfaces embedded in two dimensions
11417,10424,1,1993-01-06,Effective action of gauged WZW model and exact string solutions
11417,10609,1,1993-01-06,Effective action of gauged WZW model and exact string solutions
11417,10684,1,1993-01-06,Effective action of gauged WZW model and exact string solutions
11420,10523,1,1993-01-07,Gauge Theory of the String Geodesic Field
11419,10370,1,1993-01-07,Characters in Conformal Field Theories from Thermodynamic Bethe Ansatz
11419,10706,1,1993-01-07,Characters in Conformal Field Theories from Thermodynamic Bethe Ansatz
11423,10332,1,1993-01-08,A proposal on the topological sector of 2d string
11423,10409,1,1993-01-08,A proposal on the topological sector of 2d string
11423,10772,1,1993-01-08,A proposal on the topological sector of 2d string
11426,10394,1,1993-01-09,Knot theory and quantum gravity in loop space: a primer
11426,10395,1,1993-01-09,Knot theory and quantum gravity in loop space: a primer
11426,10403,1,1993-01-09,Knot theory and quantum gravity in loop space: a primer
11426,10489,1,1993-01-09,Knot theory and quantum gravity in loop space: a primer
11427,10469,1,1993-01-10,Topological Two Dimensional Dilaton Supergravity
11431,10389,1,1993-01-11,String loop corrections to gauge and Yukawa couplings
11431,10399,1,1993-01-11,String loop corrections to gauge and Yukawa couplings
11431,10482,1,1993-01-11,String loop corrections to gauge and Yukawa couplings
11431,10636,1,1993-01-11,String loop corrections to gauge and Yukawa couplings
11436,10447,1,1993-01-12,Combinatorial Solution of the Two-Matrix Model
11436,10858,1,1993-01-12,Combinatorial Solution of the Two-Matrix Model
11436,11020,1,1993-01-12,Combinatorial Solution of the Two-Matrix Model
11436,11222,1,1993-01-12,Combinatorial Solution of the Two-Matrix Model
11444,10424,1,1993-01-12,Exact Effective Action and Spacetime Geometry in Gauged WZW Models
11444,10609,1,1993-01-12,Exact Effective Action and Spacetime Geometry in Gauged WZW Models
11444,10683,1,1993-01-12,Exact Effective Action and Spacetime Geometry in Gauged WZW Models
11444,10720,1,1993-01-12,Exact Effective Action and Spacetime Geometry in Gauged WZW Models
11444,10745,1,1993-01-12,Exact Effective Action and Spacetime Geometry in Gauged WZW Models
11444,10875,1,1993-01-12,Exact Effective Action and Spacetime Geometry in Gauged WZW Models
11437,11356,1,1993-01-12,Coinvariants of nilpotent subalgebras of the Virasoro algebra and
11453,10336,1,1993-01-14,How Fast Does Information Leak out from a Black Hole?
11453,10468,1,1993-01-14,How Fast Does Information Leak out from a Black Hole?
11453,10472,1,1993-01-14,How Fast Does Information Leak out from a Black Hole?
11453,10998,1,1993-01-14,How Fast Does Information Leak out from a Black Hole?
11453,11000,1,1993-01-14,How Fast Does Information Leak out from a Black Hole?
11453,11039,1,1993-01-14,How Fast Does Information Leak out from a Black Hole?
11453,11195,1,1993-01-14,How Fast Does Information Leak out from a Black Hole?
11465,11265,1,1993-01-15,Geometry and W-Gravity
11456,10549,1,1993-01-15,Categorical Physics
11457,12611,1,1993-01-15,A categorical construction of 4D TQFTs
11466,10704,1,1993-01-18,"Berenstein-Zelevinsky triangles, elementary couplings and fusion rules"
11467,11447,1,1993-01-18,Dual Isomonodromic Deformations and Moment Maps to Loop Algebras
11470,10636,1,1993-01-19,Twisted Sector Yukawa Couplings For The ${\bf Z}_M\times {\bf Z}_N$
11474,10290,1,1993-01-19,Two dimensional black-hole as a topological coset model of c=1 string
11474,10332,1,1993-01-19,Two dimensional black-hole as a topological coset model of c=1 string
11474,10360,1,1993-01-19,Two dimensional black-hole as a topological coset model of c=1 string
11474,10477,1,1993-01-19,Two dimensional black-hole as a topological coset model of c=1 string
11474,10562,1,1993-01-19,Two dimensional black-hole as a topological coset model of c=1 string
11474,10752,1,1993-01-19,Two dimensional black-hole as a topological coset model of c=1 string
11479,10362,1,1993-01-21,$N=2$ Supersymmetric Integrable Models and Topological Field Theories
11479,10477,1,1993-01-21,$N=2$ Supersymmetric Integrable Models and Topological Field Theories
11477,10370,1,1993-01-21,Path Spaces and W-Fusion in Minimal Models
11492,10371,1,1993-01-25,Origin of Antifields in the Batalin-Vilkovisky Lagrangian Formalism
11492,10582,1,1993-01-25,Origin of Antifields in the Batalin-Vilkovisky Lagrangian Formalism
11492,10761,1,1993-01-25,Origin of Antifields in the Batalin-Vilkovisky Lagrangian Formalism
